PDB ID,n,N
3q8y,8.0,1
3q94,2.0,2
3qay,4.0,1
3qb5,4.0,8
3qbe,1.0,1
3qbm,2.0,2
3qbu,4.0,4
3qc6,1.0,1
3qcz,1.0,1
3qdf,1.0,1
3qdh,1.0,1
3qdn,2.0,1
3qe3,1.0,4
3qe5,2.0,1
3qe6,2.0,2
3qef,2.0,1
3qfe,2.0,1
3qfk,1.0,1
3qfo,2.0,2
3qgm,4.0,2
3qgv,1.0,1
3qh8,1.0,2
3qhq,2.0,4
3qhr,8.0,2
3qj5,2.0,2
3qjo,2.0,2
3qke,8.0,2
3qkt,4.0,2
3qku,3.0,2
3qlc,4.0,1
3qlz,2.0,1
3qm2,2.0,2
3qm3,8.0,2
3qmd,3.0,1
3qml,4.0,2
3qmn,24.0,3
3qn3,4.0,8
3qn9,2.0,2
3qnd,6.0,6
3qnf,3.0,1
3qnm,1.0,1
3qo8,1.0,2
3qof,4.0,1
3qpe,4.0,2
3qqc,3.0,3
3qqv,1.0,2
3qqx,1.0,1
3qqz,1.0,1
3qr0,1.0,1
3qr3,2.0,1
3qr7,2.0,3
3qrf,10.0,3
3qrx,2.0,1
3qsj,1.0,1
3qsu,16.0,6
3qsv,8.0,2
3qsz,2.0,1
3qta,2.0,2
3qtp,2.0,2
3qtt,2.0,2
3qu1,2.0,2
3qu2,4.0,3
3qu6,3.0,1
3quq,1.0,1
3qur,1.0,2
3qvd,8.0,2
3qvq,4.0,2
3qwu,2.0,2
3qxb,4.0,2
3qxg,2.0,4
3qy7,1.0,1
3qyf,2.0,2
3qym,16.0,4
3qyy,2.0,2
3qz6,1.0,2
3qzb,1.0,4
3qzc,2.0,2
3r0d,1.0,1
3r0l,4.0,3
3r1i,2.0,4
3r1j,2.0,4
3r2j,4.0,2
3r2n,4.0,4
3r2u,4.0,4
3r33,1.0,1
3r3l,3.0,3
3r3q,1.0,1
3r3r,1.0,1
3r3s,4.0,4
3r3t,2.0,4
3r4c,1.0,1
3r4i,6.0,3
3r4q,5.0,2
3r5x,4.0,2
3r6f,1.0,2
3r6o,1.0,2
3r6v,8.0,4
3r6y,8.0,4
3r75,2.0,2
3r7w,4.0,2
3r8b,16.0,2
3r8f,5.0,4
3r8y,6.0,3
3r9w,2.0,1
3rab,1.0,1
3rae,8.0,4
3ram,4.0,4
3rap,2.0,2
3rar,1.0,2
3ras,2.0,2
3ray,1.0,1
3rb5,2.0,1
3rbh,4.0,1
3rbz,4.0,8
3rcc,18.0,6
3rce,2.0,1
3rcm,1.0,1
3rcy,8.0,8
3rdk,2.0,1
3rdr,1.0,1
3ref,2.0,1
3rep,2.0,2
3reu,2.0,2
3rf4,3.0,3
3rf6,2.0,2
3rf7,1.0,2
3rfe,2.0,1
3rfn,1.0,1
3rg0,1.0,1
3rht,4.0,2
3rii,2.0,2
3rim,4.0,2
3rit,5.0,2
3riv,2.0,1
3rja,1.0,1
3rjw,2.0,2
3rk2,8.0,4
3rl3,1.0,1
3rmj,2.0,2
3rmk,6.0,6
3rms,3.0,1
3rnl,1.0,1
3rpc,4.0,2
3rpd,2.0,1
3rpl,4.0,4
3rq0,1.0,1
3rqi,1.0,2
3rqz,3.0,1
3rr5,1.0,1
3rra,2.0,8
3rrv,6.0,6
3rrw,2.0,1
3rrx,1.0,1
3rsl,1.0,1
3rtr,8.0,2
3ru4,5.0,4
3rup,2.0,2
3rv0,4.0,2
3rv5,4.0,1
3rva,1.0,2
3rvb,1.0,2
3rwm,1.0,1
3rwt,8.0,4
3rxz,4.0,4
3rys,2.0,1
3ryt,3.0,2
3ryw,4.0,4
3rza,2.0,2
3rzu,7.0,1
3s1q,12.0,10
3s1s,1.0,1
3s23,1.0,2
3s2f,8.0,4
3s2m,1.0,1
3s2q,2.0,4
3s2s,4.0,4
3s32,1.0,1
3s3x,6.0,6
3s47,2.0,2
3s4l,1.0,1
3s4y,2.0,4
3s55,8.0,4
3s57,3.0,1
3s5f,2.0,1
3s5u,8.0,4
3s69,1.0,1
3s6b,1.0,1
3s6j,6.0,2
3s6l,5.0,3
3s6p,8.0,7
3s6v,2.0,1
3s70,4.0,2
3s7z,2.0,2
3s82,2.0,2
3s8k,2.0,2
3s9c,2.0,1
3s9f,1.0,2
3s9n,4.0,4
3sae,1.0,1
3sah,2.0,1
3sao,2.0,1
3sb5,4.0,3
3sba,6.0,6
3sbd,2.0,1
3sbf,4.0,2
3scv,2.0,1
3sdp,2.0,2
3se7,6.0,2
3sea,2.0,4
3sf0,1.0,2
3sfh,1.0,1
3sfw,2.0,4
3sh5,1.0,1
3shq,1.0,1
3shs,1.0,1
3si2,1.0,1
3si7,4.0,1
3sia,1.0,2
3sib,1.0,4
3sid,2.0,1
3sip,6.0,6
3sjc,8.0,4
3sjd,5.0,3
3sjn,2.0,8
3sjp,1.0,1
3skd,1.0,1
3sks,1.0,1
3sl1,1.0,3
3slp,5.0,3
3slr,1.0,1
3sm3,1.0,2
3sn4,1.0,8
3sng,1.0,1
3so0,8.0,2
3sob,3.0,3
3son,2.0,2
3sop,2.0,2
3sow,4.0,2
3sp1,2.0,1
3sp4,2.0,1
3sp7,1.0,1
3sqg,9.0,6
3sqs,1.0,8
3srg,1.0,1
3srz,1.0,1
3ss8,2.0,1
3ssb,6.0,3
3ssn,4.0,4
3st1,1.0,1
3st7,1.0,2
3st8,1.0,3
3st9,7.0,7
3stp,1.0,8
3su4,2.0,2
3su8,2.0,2
3sua,6.0,2
3sub,2.0,1
3suc,1.0,3
3suf,4.0,1
3svl,2.0,4
3swc,4.0,1
3swf,3.0,3
3swi,1.0,1
3swn,12.0,6
3swr,1.0,1
3swt,2.0,1
3sx7,1.0,1
3sxk,2.0,2
3sy8,4.0,8
3syn,8.0,1
3sz5,2.0,3
3t01,1.0,1
3t0c,1.0,1
3t12,3.0,3
3t1g,1.0,1
3t1i,4.0,2
3t1o,2.0,1
3t1r,4.0,2
3t2c,1.0,8
3t33,1.0,1
3t34,2.0,2
3t3w,6.0,6
3t41,2.0,1
3t51,3.0,9
3t5p,12.0,4
3t6c,2.0,8
3t6p,1.0,1
3t6q,4.0,4
3t6w,3.0,1
3t7d,2.0,2
3t7e,1.0,2
3t7l,1.0,1
3t81,2.0,2
3t8i,4.0,4
3t8q,2.0,2
3t91,2.0,4
3t92,1.0,1
3t9k,2.0,1
3t9o,2.0,2
3ta2,3.0,3
3ta4,3.0,3
3ta5,1.0,1
3tal,2.0,2
3tas,3.0,3
3tav,2.0,1
3taw,1.0,1
3tb3,2.0,1
3tb4,1.0,2
3tbb,3.0,6
3tbd,1.0,1
3tc8,2.0,1
3tcs,2.0,2
3tcy,1.0,1
3tdp,5.0,5
3teb,2.0,1
3tec,2.0,2
3tel,1.0,1
3ten,8.0,8
3tez,1.0,1
3tfc,2.0,4
3tgh,1.0,1
3tgn,2.0,2
3th1,3.0,2
3tho,2.0,2
3thp,1.0,4
3tht,4.0,1
3thu,3.0,8
3ti7,1.0,1
3tii,2.0,1
3tiq,2.0,1
3tis,3.0,3
3tj9,4.0,2
3tji,4.0,8
3tjz,6.0,3
3tkk,4.0,2
3tkl,2.0,2
3tli,1.0,2
3tlk,3.0,1
3tlx,4.0,1
3tm8,2.0,1
3tn2,1.0,2
3tnf,2.0,2
3to3,2.0,2
3toc,2.0,4
3toy,4.0,8
3tp2,2.0,1
3tp4,2.0,2
3tp9,2.0,2
3tpt,2.0,1
3tqk,1.0,2
3tqo,1.0,1
3tqp,2.0,2
3tqu,4.0,2
3tr3,2.0,2
3tr4,6.0,6
3tr5,4.0,4
3tr8,2.0,2
3trz,12.0,2
3tso,4.0,4
3ttb,2.0,6
3ttc,1.0,1
3tte,2.0,2
3tty,6.0,3
3tu6,1.0,1
3tva,2.0,1
3tvx,2.0,1
3tvy,1.0,1
3tw3,1.0,1
3tw6,4.0,4
3tw7,2.0,4
3twb,5.0,2
3two,2.0,2
3txa,1.0,1
3ty7,2.0,2
3ty9,4.0,2
3tyz,2.0,2
3tz1,2.0,1
3u04,1.0,2
3u0d,4.0,1
3u0k,1.0,1
3u0o,2.0,2
3u16,2.0,1
3u17,2.0,2
3u1y,2.0,2
3u24,1.0,1
3u27,6.0,3
3u2e,4.0,2
3u2v,2.0,2
3u31,2.0,1
3u43,2.0,2
3u4a,2.0,2
3u4f,4.0,2
3u4j,4.0,4
3u50,1.0,1
3u52,6.0,6
3u5m,12.0,1
3u6e,3.0,1
3u6n,8.0,4
3u6w,2.0,2
3u79,8.0,2
3u7n,1.0,1
3u7z,2.0,1
3u94,4.0,4
3u9g,1.0,2
3u9m,4.0,1
3uaa,1.0,1
3ubf,1.0,1
3ubh,1.0,1
3ubp,3.0,3
3uc3,1.0,1
3ucm,2.0,4
3uct,2.0,2
3udt,2.0,2
3udz,2.0,1
3uf5,2.0,2
3ufk,1.0,1
3ufx,8.0,4
3ug7,4.0,4
3ugi,2.0,2
3ugv,8.0,8
3uh2,2.0,2
3uhj,8.0,4
3uho,2.0,1
3uj2,8.0,8
3ujk,1.0,1
3ujo,4.0,4
3ujp,3.0,6
3ujz,1.0,1
3ukm,4.0,2
3uko,2.0,4
3ul4,2.0,2
3ulk,2.0,4
3umb,1.0,2
3umo,2.0,4
3un6,1.0,1
3ung,1.0,1
3uom,6.0,1
3uow,2.0,2
3upg,1.0,3
3upt,2.0,2
3upy,2.0,2
3urz,2.0,1
3us9,1.0,1
3use,4.0,2
3usu,8.0,4
3ut0,4.0,1
3uu1,4.0,1
3uul,2.0,1
3uva,4.0,2
3uvf,6.0,1
3uw2,1.0,1
3uw4,2.0,1
3uwb,1.0,1
3uwx,2.0,4
3ux3,2.0,2
3ux8,1.0,2
3uxf,1.0,1
3uxi,4.0,4
3uxm,4.0,1
3v0a,3.0,3
3v0b,2.0,2
3v11,4.0,2
3v1d,8.0,2
3v1e,2.0,2
3v1r,1.0,1
3v20,4.0,2
3v2u,4.0,4
3v43,2.0,1
3v4b,1.0,8
3v4j,2.0,2
3v4k,2.0,4
3v4v,8.0,4
3v65,4.0,4
3v6i,4.0,2
3v6n,2.0,2
3v77,6.0,2
3v7p,1.0,2
3v8e,7.0,1
3v8z,1.0,4
3v91,1.0,2
3v94,8.0,1
3v9c,1.0,1
3v9m,2.0,2
3v9u,8.0,2
3va8,1.0,2
3vay,2.0,2
3vb9,4.0,2
3vc2,12.0,1
3vc6,1.0,2
3vcc,2.0,1
3vcn,2.0,2
3vcz,3.0,3
3vdr,4.0,4
3vek,6.0,1
3vgl,1.0,4
3vh1,1.0,2
3vh7,6.0,6
3vh9,1.0,1
3vht,3.0,3
3vi4,10.0,4
3viu,1.0,1
3vk6,1.0,2
3vkb,2.0,2
3vkf,4.0,4
3vkg,2.0,2
3vm5,1.0,1
3vm6,3.0,6
3vm7,1.0,1
3vmk,2.0,2
3vmm,1.0,1
3vn9,1.0,1
3vnm,4.0,4
3vnp,3.0,3
3voc,1.0,1
3vot,2.0,1
3vou,2.0,4
3vov,4.0,4
3vow,2.0,1
3vpb,6.0,6
3vpn,2.0,2
3vpp,2.0,1
3vrk,1.0,4
3vro,2.0,1
3vrq,2.0,2
3vrr,2.0,1
3vtg,1.0,1
3vth,2.0,1
3vti,4.0,4
3vtn,1.0,3
3vto,6.0,3
3vu1,2.0,1
3vu8,1.0,1
3vus,2.0,1
3vuv,1.0,1
3vv3,2.0,2
3vwk,4.0,4
3vws,1.0,1
3vx4,2.0,2
3vxm,5.0,4
3vyk,1.0,1
3vyl,8.0,4
3vyt,3.0,6
3vyv,2.0,1
3vzd,6.0,6
3vzy,2.0,2
3w21,2.0,2
3w2w,2.0,2
3w3s,2.0,2
3w3z,2.0,2
3w44,2.0,1
3w57,2.0,1
3w5a,3.0,3
3w5k,2.0,2
3w5n,1.0,1
3w5w,1.0,2
3w6p,2.0,2
3w6w,2.0,2
3w7a,4.0,2
3w7s,2.0,1
3w9s,2.0,2
3w9t,7.0,7
3wa2,1.0,2
3wae,2.0,2
3wag,2.0,2
3waj,1.0,1
3wbh,2.0,2
3wc0,16.0,4
3wca,4.0,1
3wcs,2.0,4
3wdi,1.0,1
3weg,1.0,1
3wew,1.0,1
3wf8,1.0,2
3wfc,4.0,4
3wfr,8.0,1
3wh3,1.0,1
3whd,2.0,1
3whi,2.0,1
3wht,2.0,2
3wie,4.0,4
3wiu,3.0,2
3wjq,1.0,2
3wky,2.0,6
3wl3,3.0,6
3wmt,2.0,2
3wmw,2.0,2
3wn1,1.0,1
3wn6,4.0,1
3wnc,1.0,1
3wno,2.0,1
3wo0,1.0,2
3wod,8.0,8
3wom,2.0,2
3wov,1.0,1
3wqb,2.0,2
3wqd,2.0,2
3wqm,1.0,2
3wqo,2.0,2
3wqt,4.0,1
3wqz,3.0,2
3wrr,1.0,1
3wry,4.0,2
3ws0,3.0,1
3wsd,6.0,6
3wug,1.0,1
3wuh,2.0,1
3wup,1.0,3
3wv1,2.0,2
3wv6,2.0,1
3wvp,20.0,2
3ww1,2.0,4
3wwl,1.0,1
3wwn,2.0,4
3wwo,2.0,2
3wwt,2.0,4
3wx7,2.0,1
3wxp,1.0,1
3wxx,8.0,2
3wy2,2.0,1
3wzh,2.0,2
3wzv,1.0,2
3x0d,1.0,1
3x0e,2.0,2
3x0q,1.0,2
3x17,2.0,1
3x1b,2.0,2
3x1d,1.0,1
3x1l,10.0,8
3x30,1.0,3
3x32,1.0,1
3x3m,1.0,1
3zbv,1.0,2
3zbw,2.0,2
3zc0,15.0,8
3zcz,4.0,1
3zd7,3.0,1
3zda,3.0,1
3zdb,2.0,2
3zdr,1.0,2
3zds,12.0,6
3zdu,1.0,2
3zf8,1.0,2
3zfc,1.0,1
3zfj,1.0,1
3zgj,2.0,1
3zj1,1.0,1
3zj2,1.0,1
3zja,1.0,1
3zjc,6.0,1
3zju,2.0,1
3zjy,7.0,3
3zk4,3.0,6
3zkb,16.0,2
3zlb,1.0,1
3zm7,6.0,1
3zm8,1.0,1
3znc,1.0,2
3zni,16.0,3
3zns,3.0,1
3zo9,2.0,4
3zoa,2.0,2
3zpg,1.0,2
3zpv,36.0,2
3zq4,4.0,4
3zq6,4.0,2
3zqj,6.0,1
3zqw,1.0,1
3zqx,1.0,1
3zr9,1.0,8
3zrr,2.0,4
3zt9,1.0,1
3ztg,2.0,2
3zth,2.0,4
3zu0,2.0,2
3zuk,2.0,1
3zuq,1.0,1
3zus,4.0,1
3zvi,2.0,2
3zvm,4.0,1
3zvy,4.0,1
3zvz,1.0,1
3zwf,2.0,2
3zwh,3.0,3
3zx1,1.0,1
3zx5,2.0,2
3zxh,2.0,4
3zxo,2.0,2
3zxs,3.0,1
3zxt,4.0,2
3zxu,4.0,2
3zy2,1.0,2
3zyi,2.0,2
3zyj,4.0,2
3zyo,1.0,1
3zyp,1.0,1
3zzr,1.0,1
4a01,2.0,2
4a07,1.0,1
4a0c,6.0,3
4a0g,4.0,2
4a0m,4.0,2
4a0n,2.0,1
4a0x,1.0,6
4a15,2.0,1
4a22,4.0,2
4a24,1.0,1
4a2v,1.0,1
4a2x,8.0,2
4a35,1.0,2
4a36,6.0,1
4a38,2.0,1
4a3n,1.0,2
4a3x,1.0,1
4a42,2.0,1
4a44,1.0,1
4a46,4.0,4
4a48,2.0,1
4a4k,5.0,1
4a5g,2.0,1
4a5w,2.0,2
4a63,12.0,1
4a69,4.0,2
4a6a,12.0,6
4a6e,1.0,2
4a6g,4.0,2
4a6o,2.0,1
4a7f,10.0,10
4a7z,1.0,2
4a91,1.0,1
4aa6,8.0,2
4aan,1.0,2
4abt,4.0,4
4ac1,1.0,1
4ac8,4.0,2
4ad9,6.0,3
4adg,3.0,3
4ado,2.0,1
4ae3,1.0,1
4aed,4.0,4
4af1,1.0,1
4af5,1.0,2
4afy,4.0,2
4ag4,3.0,3
4ag5,4.0,2
4ai5,5.0,1
4ai6,2.0,2
4aie,1.0,1
4aig,1.0,2
4aiq,1.0,1
4ajr,1.0,2
4ak3,1.0,3
4ak7,2.0,2
4ak8,4.0,8
4alf,2.0,1
4als,1.0,1
4amc,1.0,1
4amq,1.0,1
4ang,5.0,3
4anj,2.0,2
4ao7,1.0,2
4aou,1.0,2
4aov,1.0,2
4ap4,5.0,5
4apm,1.0,1
4aq0,2.0,1
4aq1,4.0,2
4aq4,1.0,1
4aq8,4.0,2
4aqb,1.0,2
4aqj,1.0,2
4aql,1.0,2
4aqo,1.0,1
4aqr,3.0,3
4aqt,1.0,2
4ar2,2.0,5
4ar4,1.0,1
4ar8,4.0,1
4arf,2.0,2
4as2,4.0,2
4as5,4.0,2
4asm,1.0,1
4atb,4.0,2
4aty,1.0,2
4au7,3.0,1
4aui,6.0,3
4auo,8.0,4
4av1,6.0,4
4av6,2.0,2
4av7,6.0,2
4avx,1.0,1
4aw6,4.0,2
4aw7,1.0,1
4aw8,1.0,2
4awd,2.0,1
4awn,1.0,1
4awy,1.0,2
4ax1,1.0,1
4axd,1.0,2
4axn,2.0,1
4axo,2.0,2
4axq,1.0,1
4axv,1.0,2
4ay7,2.0,1
4ayc,2.0,4
4ayh,1.0,1
4ayl,1.0,1
4ayr,1.0,1
4ayt,1.0,2
4az5,1.0,2
4azc,4.0,1
4azw,1.0,1
4b0a,1.0,1
4b0p,1.0,2
4b20,6.0,1
4b28,1.0,2
4b29,1.0,1
4b3v,3.0,1
4b47,1.0,1
4b4f,2.0,1
4b56,2.0,2
4b5i,4.0,1
4b5q,2.0,2
4b5u,2.0,6
4b60,4.0,1
4b6d,6.0,1
4b6z,4.0,1
4b7a,4.0,4
4b7b,1.0,1
4b86,12.0,4
4b92,2.0,4
4b96,1.0,2
4b97,1.0,1
4b98,4.0,4
4b9c,1.0,1
4b9f,2.0,1
4b9p,1.0,1
4ba9,6.0,4
4bae,4.0,2
4bas,1.0,1
4bbg,1.0,3
4bbj,1.0,1
4bbq,2.0,1
4bcu,1.0,1
4bd9,2.0,2
4bdv,2.0,2
4be7,2.0,1
4bem,10.0,10
4bf7,1.0,1
4bga,4.0,2
4bgb,2.0,1
4bhf,1.0,2
4bhq,2.0,2
4bhv,4.0,4
4bhw,2.0,2
4bif,8.0,4
4bih,4.0,1
4bin,1.0,1
4biw,2.0,2
4bj3,5.0,2
4bjo,2.0,1
4bjr,2.0,2
4bkm,4.0,2
4bl0,6.0,2
4blb,8.0,1
4bm3,1.0,1
4bm9,1.0,6
4bmj,11.0,1
4bn2,3.0,1
4bnr,4.0,2
4bol,2.0,2
4bos,5.0,4
4bow,2.0,1
4bph,1.0,1
4bpw,4.0,1
4bq2,4.0,1
4bq5,2.0,1
4bql,4.0,4
4brj,1.0,4
4bs9,1.0,2
4bt4,1.0,2
4bub,2.0,1
4buz,2.0,1
4bvp,2.0,2
4bvt,2.0,4
4bwe,4.0,1
4bwr,1.0,1
4bwt,2.0,4
4bwx,2.0,2
4bwz,1.0,2
4bxd,4.0,2
4bxf,4.0,2
4bxo,4.0,2
4bxs,2.0,2
4bxv,2.0,1
4by4,2.0,2
4by6,6.0,3
4byf,4.0,2
4bz4,6.0,1
4bzi,12.0,9
4bzx,2.0,1
4c07,1.0,2
4c0b,4.0,2
4c0l,1.0,1
4c0q,4.0,2
4c11,2.0,2
4c12,1.0,2
4c16,2.0,1
4c1q,3.0,1
4c1r,4.0,1
4c20,2.0,1
4c22,2.0,6
4c25,1.0,4
4c29,2.0,1
4c2a,2.0,2
4c2p,1.0,1
4c30,8.0,2
4c3o,6.0,2
4c4a,1.0,1
4c4m,1.0,1
4c4o,4.0,4
4c5b,2.0,2
4c5y,2.0,8
4c7a,2.0,1
4c7o,5.0,2
4c7u,8.0,4
4c7x,1.0,2
4c81,1.0,3
4c8q,8.0,8
4c98,1.0,2
4ca7,1.0,1
4cag,1.0,1
4caj,4.0,2
4cc0,2.0,1
4cc1,2.0,1
4cc7,14.0,1
4cc9,3.0,2
4ccg,4.0,2
4ccn,4.0,4
4cdg,4.0,2
4ce0,1.0,2
4ce5,2.0,2
4cei,3.0,2
4cev,6.0,8
4cfq,6.0,2
4cfv,4.0,2
4cgk,2.0,4
4ch3,1.0,1
4chg,10.0,2
4chl,2.0,2
4cht,2.0,2
4ci0,3.0,3
4ci2,2.0,2
4ci7,2.0,2
4cid,1.0,2
4cin,4.0,1
4cis,4.0,2
4cj0,2.0,2
4cl1,4.0,4
4cl7,4.0,2
4clt,1.0,3
4clv,2.0,2
4cmn,1.0,1
4cmq,2.0,1
4cn9,2.0,1
4cns,4.0,4
4co9,4.0,2
4cob,2.0,2
4cog,4.0,2
4cok,2.0,4
4col,2.0,2
4coq,2.0,4
4cov,1.0,1
4cp1,1.0,1
4cp9,4.0,1
4cpa,4.0,2
4cpb,4.0,2
4cpd,4.0,2
4cq1,8.0,1
4cqd,2.0,2
4crm,2.0,2
4crs,1.0,1
4cs3,1.0,2
4cs9,4.0,4
4csz,1.0,3
4ct3,4.0,1
4ct4,4.0,2
4cte,2.0,1
4cu9,2.0,1
4cub,2.0,1
4cud,1.0,2
4cug,4.0,2
4cuo,1.0,2
4cv4,1.0,2
4cv7,1.0,1
4cvc,1.0,1
4cvh,1.0,2
4cvm,1.0,1
4cvo,1.0,2
4cvr,1.0,2
4cvu,1.0,2
4cvw,4.0,2
4cvy,4.0,2
4cw7,8.0,2
4cxo,1.0,1
4cyi,8.0,2
4cyj,6.0,3
4cyk,1.0,1
4cz2,6.0,4
4czk,1.0,1
4czo,1.0,1
4czw,1.0,1
4czy,4.0,4
4d05,2.0,1
4d07,2.0,2
4d0e,1.0,1
4d0g,2.0,2
4d0l,6.0,2
4d0y,2.0,1
4d0z,8.0,1
4d11,11.0,1
4d1l,6.0,4
4d1n,4.0,4
4d26,2.0,1
4d2i,2.0,6
4d4i,1.0,1
4d4p,6.0,6
4d4z,2.0,1
4d59,2.0,1
4d5q,1.0,2
4d69,24.0,1
4d6r,1.0,2
4d6y,2.0,2
4d7n,1.0,2
4d7p,1.0,4
4d7v,2.0,1
4d7y,1.0,3
4d8f,4.0,2
4d90,2.0,1
4d9q,6.0,3
4db1,2.0,1
4db3,1.0,1
4db8,4.0,2
4dbh,2.0,2
4dbq,2.0,2
4dck,3.0,9
4dcn,4.0,4
4dd8,4.0,1
4ddw,1.0,1
4dec,1.0,2
4df9,6.0,2
4dff,2.0,1
4dfj,3.0,1
4dgr,1.0,4
4dgt,2.0,2
4dgu,2.0,4
4dgw,3.0,3
4dh2,4.0,2
4dih,3.0,1
4dj4,2.0,2
4dje,6.0,6
4djt,2.0,1
4dk7,4.0,2
4dkw,4.0,1
4dky,2.0,2
4dl8,1.0,2
4dla,2.0,2
4dlk,2.0,2
4dlm,1.0,1
4dmz,2.0,4
4dn1,2.0,2
4dn5,2.0,2
4dnc,4.0,2
4dnn,2.0,2
4do0,1.0,2
4doe,1.0,1
4dok,2.0,1
4dou,1.0,1
4dpe,2.0,1
4dpg,12.0,3
4dpv,2.0,1
4dqw,2.0,8
4dqy,8.0,3
4dr0,2.0,2
4dr9,4.0,1
4drz,1.0,1
4dsc,2.0,2
4dth,1.0,1
4dtt,2.0,2
4du6,5.0,10
4duq,2.0,2
4dvg,2.0,2
4dvh,2.0,2
4dwr,3.0,1
4dxb,2.0,1
4dxw,4.0,4
4dy7,6.0,3
4dyg,2.0,1
4dyo,1.0,2
4dz2,2.0,4
4dz3,2.0,2
4dz4,6.0,6
4dzh,1.0,2
4dzr,1.0,1
4dzt,1.0,1
4dzz,2.0,2
4e01,1.0,4
4e03,2.0,1
4e0s,2.0,2
4e1b,1.0,1
4e2o,1.0,1
4e2p,1.0,1
4e2s,16.0,8
4e33,1.0,1
4e3y,2.0,1
4e45,15.0,5
4e4f,4.0,8
4e4p,2.0,1
4e4s,6.0,3
4e56,2.0,1
4e5t,8.0,8
4e5v,2.0,1
4e6e,1.0,1
4e6m,8.0,8
4e6r,2.0,4
4e7p,2.0,2
4e89,1.0,2
4e90,2.0,1
4e9w,3.0,3
4ea0,2.0,1
4eay,4.0,1
4eb9,4.0,2
4ebb,2.0,1
4ebd,3.0,1
4ec5,2.0,2
4ecg,1.0,1
4edh,2.0,2
4edv,1.0,1
4ee3,3.0,6
4eed,5.0,5
4een,1.0,1
4eex,2.0,2
4efc,2.0,4
4efj,6.0,1
4efz,2.0,2
4eg2,8.0,2
4egc,2.0,2
4egd,2.0,1
4ege,1.0,2
4egu,2.0,2
4egw,2.0,2
4egy,4.0,2
4ehc,1.0,1
4ehu,2.0,2
4ehy,1.0,1
4eis,2.0,1
4ej6,1.0,1
4ej7,3.0,1
4ejm,1.0,4
4ejx,3.0,3
4ekk,4.0,1
4elb,8.0,1
4elr,2.0,1
4em6,4.0,2
4emt,2.0,4
4eo4,4.0,2
4eo7,1.0,1
4eog,1.0,2
4eoy,6.0,1
4ep7,2.0,1
4epu,2.0,2
4epz,1.0,1
4eqb,2.0,1
4eri,2.0,2
4eru,2.0,2
4esj,6.0,1
4esn,2.0,2
4esv,14.0,6
4etp,2.0,2
4ets,2.0,2
4euk,2.0,2
4ev0,2.0,2
4ev6,5.0,5
4evh,1.0,1
4ew9,2.0,2
4ewg,2.0,2
4ewl,2.0,2
4ewt,4.0,4
4ewv,2.0,1
4ex4,2.0,1
4ex7,1.0,1
4ex9,1.0,3
4exl,4.0,1
4f0a,2.0,2
4f0l,2.0,2
4f0q,4.0,4
4f0y,2.0,2
4f14,2.0,1
4f1j,2.0,1
4f24,1.0,1
4f2d,3.0,6
4f38,2.0,2
4f3r,3.0,3
4f3w,4.0,4
4f4a,3.0,6
4f4x,3.0,1
4f4y,6.0,1
4f4z,6.0,1
4f52,6.0,3
4f53,2.0,1
4f6e,4.0,4
4f6n,3.0,1
4f6z,1.0,1
4f72,2.0,1
4f7i,4.0,2
4f7o,2.0,2
4f86,12.0,6
4f93,1.0,1
4f99,2.0,2
4f9j,2.0,1
4f9v,2.0,1
4fai,2.0,1
4faj,2.0,1
4fbw,4.0,1
4fc5,6.0,1
4fc8,2.0,1
4fce,1.0,3
4fdg,5.0,1
4fdj,2.0,2
4fe8,3.0,3
4fee,2.0,4
4ffk,1.0,4
4ffl,1.0,1
4fgc,5.0,10
4fgm,1.0,1
4fgo,1.0,1
4fi3,5.0,5
4fi4,3.0,8
4fil,4.0,1
4fiy,2.0,4
4fk1,4.0,2
4fk9,1.0,1
4fkd,1.0,1
4fl3,1.0,1
4fl4,12.0,3
4flm,2.0,2
4flv,3.0,1
4fm4,16.0,2
4fma,12.0,1
4fmb,6.0,2
4fme,6.0,3
4fmm,2.0,2
4fmo,3.0,2
4fo0,1.0,1
4fo8,4.0,4
4fo9,1.0,1
4fou,4.0,2
4fp8,12.0,3
4fpp,3.0,2
4fpv,3.0,2
4fr1,1.0,2
4fru,1.0,1
4frz,2.0,2
4fsj,7.0,3
4fso,2.0,1
4ft8,2.0,2
4ftf,1.0,1
4fuk,2.0,2
4fup,2.0,2
4fus,1.0,1
4fva,4.0,1
4fvd,2.0,2
4fvk,2.0,4
4fvq,1.0,1
4fwi,1.0,1
4fwu,1.0,4
4fxo,4.0,4
4fyp,2.0,2
4fyr,1.0,2
4fz8,2.0,2
4fzl,2.0,1
4fzm,1.0,1
4g01,2.0,2
4g09,1.0,2
4g0d,8.0,1
4g1c,4.0,2
4g1e,2.0,2
4g1h,1.0,1
4g1p,1.0,2
4g26,1.0,1
4g2c,2.0,1
4g2s,6.0,6
4g3d,4.0,1
4g3h,4.0,1
4g3m,4.0,4
4g61,2.0,2
4g6u,2.0,1
4g74,2.0,2
4g75,1.0,1
4g7a,2.0,2
4g7e,2.0,6
4g7f,1.0,1
4g97,1.0,1
4g9a,4.0,1
4g9b,1.0,2
4g9i,6.0,1
4gaa,2.0,2
4gae,2.0,2
4gam,16.0,8
4gb0,1.0,1
4gbd,2.0,2
4gbf,2.0,1
4gbm,1.0,1
4gc3,1.0,1
